seller_issuer_id,servicer_from,issuer_id,servicer_to,transition_month,n_loans,total_upb,frac_seller_n,frac_seller_upb,frac_buyer_n,frac_buyer_upb
4104,PRIMELENDING  A PLAINSCAPITAL COMPANY,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,499,0.0,0.04178179686845851,0.0,0.016861525984996958,0.0
2706,LENNAR MORTGAGE  LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,497,0.0,0.08051190669042604,0.0,0.006031480200483004,0.0
4262,MISSION SERVICING RESIDENTIAL  INC.,4159,PINGORA LOAN SERVICING  LLC.,201506,437,0.0,1.0,NaN,0.005303333697406585,0.0
3219,UNION HOME MORTGAGE CORP.,4159,PINGORA LOAN SERVICING  LLC.,201506,398,0.0,0.1979114868224764,0.0,0.004830038470406912,0.0
4221,BAY EQUITY LLC,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,381,0.0,0.8860465116279069,0.0,0.012874231263093871,0.0
4196,MOVEMENT MORTGAGE LLC,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,364,0.0,0.30409356725146197,0.0,0.012299790498073934,0.0
3871,DBA FREEDOM HOME MORTGAGE CORP,4159,PINGORA LOAN SERVICING  LLC.,201506,338,0.0,0.0015825007257029954,0.0,0.004101891967330493,0.0
4172,AMWEST FUNDING CORP.,4159,PINGORA LOAN SERVICING  LLC.,201506,335,0.0,0.05627414748866118,0.0,0.004065484642176672,0.0
4208,KIND LENDING  LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,312,0.0,0.36879432624113473,0.0,0.003786361815997379,0.0
4215,NBKC BANK,4159,PINGORA LOAN SERVICING  LLC.,201506,283,0.0,0.08691646191646192,0.0,0.003434424339510443,0.0
4107,ENVOY MORTGAGE  LTD.,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,245,0.0,0.0851581508515815,0.0,0.008278705142934379,0.0
4274,RUOFF MORTGAGE COMPANY  INC.,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,182,0.0,0.5531914893617021,0.0,0.006149895249036967,0.0
4200,W.J. BRADLEY MORTGAGE CAPITAL LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,171,0.0,0.051258992805755396,0.0,0.002075217533767794,0.0
4097,MICHIGAN MUTUAL  INC.,4159,PINGORA LOAN SERVICING  LLC.,201506,170,0.0,0.06277695716395865,0.0,0.0020630817587165206,0.0
4115,MORTGAGE SOLUTIONS OF CO  LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,170,0.0,0.04254254254254254,0.0,0.0020630817587165206,0.0
4119,NORCOM MORTGAGE,4159,PINGORA LOAN SERVICING  LLC.,201506,157,0.0,1.0,NaN,0.001905316683049963,0.0
4138,CORNERSTONE CAPITAL BANK  SSB,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,157,0.0,0.03371993127147766,0.0,0.005305129418125295,0.0
4186,PODIUM MORTGAGE CAPITAL LLC,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,120,0.0,0.02270577105014191,0.0,0.004054875988376022,0.0
3663,M&T BANK,4150,LAKEVIEW LOAN SERVICING  LLC,201506,95,0.0,0.001872585350469132,0.0,0.000334851326011251,0.0
4138,CORNERSTONE CAPITAL BANK  SSB,4159,PINGORA LOAN SERVICING  LLC.,201506,83,0.0,0.017826460481099655,0.0,0.0010072693292557128,0.0
4186,PODIUM MORTGAGE CAPITAL LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,79,0.0,0.014947965941343426,0.0,0.0009587262290506183,0.0
3833,DHI MORTGAGE COMPANY  LTD.,4052,NATIONSTAR MORTGAGE  LLC,201506,79,0.0,0.10154241645244216,NaN,0.00016796574349292205,0.0
4114,RIGHT START MORTGAGE  INC.,4159,PINGORA LOAN SERVICING  LLC.,201506,78,0.0,0.35135135135135137,0.0,0.0009465904539993447,0.0
3345,FLAGSTAR BANK  N.A.,3590,MATRIX FINANCIAL SERVICES CORPORATION,201506,69,0.0,0.0014408018375443724,0.0,0.0009519079546395166,0.0
3541,NVR MORTGAGE FINANCE  INC.,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,62,0.0,1.0,NaN,0.0020950192606609447,0.0
4251,HELLO MORTGAGE  INC.,4159,PINGORA LOAN SERVICING  LLC.,201506,60,0.0,0.5357142857142857,0.0,0.000728146503076419,0.0
4180,LOANDEPOT.COM LLC,4159,PINGORA LOAN SERVICING  LLC.,201506,43,0.0,0.001039350285217055,0.0,0.0005218383272047669,0.0
1990,CLICK N' CLOSE  INC.,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,34,0.0,0.002975148757437872,0.0,0.001148881530039873,0.0
4050,STANDARD PACIFIC MORTGAGE  INC.,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,32,0.0,0.11851851851851852,0.0,0.0010813002635669392,0.0
4270,FIRST CALIFORNIA MORTGAGE COMPANY,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,31,0.0,0.03182751540041068,0.0,0.0010475096303304723,0.0
4173,DATA MORTGAGE  INC. DBA ESSEX MORTGAGE,4094,PENNYMAC LOAN SERVICES  LLC,201506,15,0.0,0.05639097744360902,0.0,0.00003364239480023146,0.0
4162,CAPITAL MORTGAGE SERVICES OF TEXAS,3121,HARTFORD FUNDING  LTD,201506,9,1827395.7900000003,0.0034628703347441324,0.00429933557947587,0.006792452830188679,0.006302211615627983
