servicer_from,servicer_to,n_loans,total_upb,transition_month,frac_seller_n,frac_seller_upb,frac_buyer_n,frac_buyer_upb
STREETER BROTHERS MORTGAGE CORP.,STREETER BROTHERS MORTGAGE CORP,2,137331.28,201911,1.0,1.0,1.0,1.0
"LAKEVIEW LOAN SERVICING, LLC","HOMEBRIDGE FINANCIAL SERVICES, INC",1,453468.13,201911,5.171406260504419e-6,9.084488342337091e-6,0.00008480325644504748,0.00014850422994288219
"DOVENMUEHLE MORTGAGE, INC.","HAMILTON GROUP FUNDING, INC",1,199000.0,201911,0.14285714285714285,0.5189292211052321,0.0049504950495049506,0.0057435315393915345
FBC MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",1,240000.0,201911,0.0005586592178770949,0.0007903388419348203,3.27446929038976e-6,3.2915204903622245e-6
"CMC FUNDING, INC.",ONE AMERICAN BANK,1,455000.0,201911,0.00003811992528494644,0.00007296510602785882,0.00303951367781155,0.003738087413736444
NATIONSTAR MORTGAGE LLC,"MEGA CAPITAL FUNDING, INC.",1,439000.0,201911,3.6402156463748914e-6,8.990243076291824e-6,0.0025906735751295338,0.0028328178112221446
"GRAYSTONE FUNDING COMPANY, LLC",NATIONSTAR MORTGAGE LLC,1,265000.0,201911,0.08333333333333333,0.09875937614529433,3.6496483563808627e-6,5.456001383860198e-6
"UNITED SHORE FINANCIAL SERVICES, LLC","SELECT PORTFOLIO SERVICING, INC.",12547,3535468090.58,201912,0.19630145344743966,0.19081974256682577,0.9827680739406282,0.9934095333274301
J.G. WENTWORTH HOME LENDING LLC,FREEDOM MORTGAGE CORPORATION,11241,2591353852.15,201912,0.9405907455443059,0.9241385539173393,0.06206005598158239,0.0667325712878291
FIFTH THIRD BANK,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",9062,1705816742.06,201912,0.06962842302609337,0.069266971435718,0.9295312339727152,0.8791304043863325
ARVEST CENTRAL MORTGAGE COMPANY,"LAKEVIEW LOAN SERVICING, LLC",3291,664649297.8,201912,0.04504208581400123,0.041864241925272765,0.015233854243815731,0.011891819790190434
"FIRST TENNESSEE BANK, NATIONAL ASSOCIATION",FIRST HORIZON BANK,2159,248444995.93,201912,0.9921875,0.9923963765803926,0.999537037037037,0.9996554106525681
ANHEUSER-BUSCH EMPLOYEES CREDIT UNION,TOGETHER CREDIT UNION,2117,315015860.46,201912,0.9897148200093502,0.9884585275149617,0.9742291762540267,0.9687583474760969
UNITED BANK,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",2000,303263177.48,201912,0.9871668311944719,0.9869954569222638,0.3816793893129771,0.340013150185294
FIRST MINNESOTA BANK,CORTRUST BANK NATIONAL ASSOCIATION,575,101395422.05,201912,0.9778911564625851,0.9694184128004384,0.2036840240878498,0.23462850709267746
UNITED MORTGAGE CORP.,"LAKEVIEW LOAN SERVICING, LLC",475,113290504.39,201912,0.7551669316375199,0.7477986711814947,0.0021987483335802103,0.0020269791401345224
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","BAYVIEW LOAN SERVICING, LLC",331,51754452.85,201912,0.0004544044281780167,0.00038476040792320633,0.15246430216490098,0.13975302690055041
BANK2,CHICKASAW COMMUNITY BANK,293,45716083.3,201912,0.9832214765100671,0.980857475748933,0.827683615819209,0.8037013438414531
MATRIX FINANCIAL SERVICE CORP,"BAYVIEW LOAN SERVICING, LLC",241,49204563.51,201912,0.0005079758532308107,0.00047433821404909804,0.1110087517273146,0.13286753717159375
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICE CORP,109,30907642.69,201912,0.00039781167084551404,0.0006376663573615447,0.00022914949797339342,0.00029664911753551464
SUNTRUST BANK,"SPECIALIZED LOAN SERVICING, LLC",96,14628535.17,201912,0.0003279214901299047,0.00025574431964868314,0.001395166329985903,0.0011005447755707948
CITIZENS FIRST BANK,STANDARD MORTGAGE CORP.,66,7911456.8,201912,0.006645856409223643,0.004920471292142686,0.0076735263341471925,0.005838613978883774
LHM FINANCIAL CORP,"SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",58,4031816.23,201912,0.090625,0.03915389037435104,0.011611611611611611,0.003784102155967582
NEW SALEM CREDIT UNION,CAPITAL CREDIT UNION,31,4684218.2,201912,0.047400611620795105,0.039277772457402826,0.1987179487179487,0.24350278234611292
MATRIX FINANCIAL SERVICE CORP,UMPQUA BANK,23,4140549.21,201912,0.00004847902333738028,0.000039946912314878584,0.0009456070386054351,0.0007835021133613095
PEOPLE'S INTERMOUNTAIN BANK,ALTABANK,19,2680198.61,201912,0.07883817427385892,0.08003041323829099,1.0,1.0
"NMSI, INC.","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",19,7034805.0600000005,201912,0.7037037037037037,0.7075735843540697,0.0038038038038038036,0.006602587884904084
THE LOAN STORE LLC,ONE AMERICAN BANK,12,5076000.0,201912,0.8571428571428571,0.8590978205778003,0.027149321266968326,0.03093103889535486
NEW RESIDENTIAL MORTGAGE LLC,QUICKEN LOANS INC.,9,2307128.1,201912,0.000010880958684999873,0.000014783902274108215,0.000012446772759269733,0.00001609814748019547
"NEIGHBORHOOD MORTGAGE SOLUTIONS, LLC",TEAM ONE CREDIT UNION,6,373494.76,201912,0.0007173601147776184,0.00040787286416252614,0.008633093525179856,0.006599144691426515
"NEIGHBORHOOD MORTGAGE SOLUTIONS, LLC",FRANKENMUTH CREDIT UNION,6,539804.53,201912,0.0007173601147776184,0.0005890890177758645,0.002508361204013378,0.0021447857705867083
"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.","PINGORA LOAN SERVICING, LLC",6,1366536.56,201912,0.00267379679144385,0.0033892137813014197,0.000019419109698550687,0.000018458167746903365
VILLAGE MORTGAGE COMPANY,FEDERAL NATIONAL MORTGAGE ASSOCIATION,3,396224.68,201912,1.0,1.0,0.00003336892685531233,0.000029421089873019852
"CMC FUNDING, INC.","SPECIALIZED LOAN SERVICING, LLC",3,574000.0,201912,0.00009881748410685465,0.00007759451497168987,0.00004359894781205947,0.0000431835924674908
"HIGHLANDS RESIDENTIAL MORTGAGE, LTD","PINGORA LOAN SERVICING, LLC",2,579000.0,201912,0.0010178117048346056,0.001977647380484631,6.473036566183563e-6,7.8207048668036e-6
MATRIX FINANCIAL SERVICE CORP,"HOMEBRIDGE FINANCIAL SERVICES, INC",1,213473.04,201912,2.10778362336436e-6,2.0568560326426116e-6,0.00008274720728175425,0.00006852554079572797
"PINGORA LOAN SERVICING, LLC",AMERICAN PACIFIC MORTGAGE CORP,1,468000.0,201912,3.27446929038976e-6,6.43217962491618e-6,0.00088261253309797,0.001528827123527414
"NEIGHBORHOOD MORTGAGE SOLUTIONS, LLC",ALPENA-ALCONA AREA CREDIT UNION,1,108860.76,201912,0.00011956001912960307,0.00011878645424584876,0.001430615164520744,0.0016422159396568524
MYCUMORTGAGE,SUNMARK FEDERAL CREDIT UNION,1,115926.48,201912,0.00006079396923825157,0.00006783887891757373,0.0125,0.01000132205566246
"COLONIAL SAVINGS, F.A.",CRESCENT MORTGAGE COMPANY,1,368000.0,201912,0.000023628931263438954,0.00005115253244600018,0.00007576331540268203,0.00018655922920640054
MATRIX FINANCIAL SERVICE CORP,NBKC BANK,1,392000.0,201912,2.10778362336436e-6,3.7820692458615866e-6,0.000513347022587269,0.0010642562332741517
ROUNDPOINT MORTGAGE SERVICING CORPORATION,"AURORA FINANCIAL GROUP, INC.",1,310461.0,201912,6.770664066731665e-6,0.000010735400984861238,0.00001773049645390071,0.000023227202816822798
MATRIX FINANCIAL SERVICE CORP,"PINGORA LOAN SERVICING, LLC",1,152000.0,201912,2.10778362336436e-6,1.4627850518345067e-6,3.2365182830917813e-6,2.0531038683145892e-6
SUNTRUST BANK,TRUIST BANK,288858,56265786252.66,202001,0.9880756916509318,0.9876439490451631,0.8662941869776062,0.8548652160923533
FIFTH THIRD BANK,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",118541,22382292648.54,202001,0.9860421397616017,0.984385556458619,0.9138361676868284,0.90517740352926
BRANCH BANKING AND TRUST COMPANY,TRUIST BANK,42967,9025411036.5,202001,0.9846911882663,0.9773976667329205,0.12885937842077008,0.13712613774547808
"CMC FUNDING, INC.","SPECIALIZED LOAN SERVICING, LLC",19635,4991431000.64,202001,0.5805736250739207,0.5951244688738955,0.22434615692233864,0.2767700618429082
QUICKEN LOANS INC.,"LAKEVIEW LOAN SERVICING, LLC",17407,6376214097.3,202001,0.024073441491178696,0.04458324329289852,0.07200086035382051,0.09841098377828955
DITECH FINANCIAL LLC,NEW RESIDENTIAL MORTGAGE LLC,14819,2030249905.3,202001,0.13109866680821325,0.11131150105595274,0.01778131348219289,0.012990287571024862
"CALIBER HOME LOANS, INC.",MATRIX FINANCIAL SERVICE CORP,7373,1714159125.87,202001,0.06594812164579607,0.06417593309276234,0.015274054616190953,0.016201307539951103
"R P FUNDING, INC.",MORTGAGE LENDERS INVESTMENT TRADING CORPORATION,5428,850314976.62,202001,0.9840464104423495,0.9846505846835106,0.9759079467817332,0.9666064552431012
"CALIBER HOME LOANS, INC.","MUFG UNION BANK, NATIONAL ASSOCIATION",5258,1697611030.54,202001,0.0470304114490161,0.06349358943554398,0.10845485860440172,0.13215199095972077
PROVIDENT FUNDING ASSOCIATES,"BASE MSR 2, LLC",5057,1478589784.93,202001,0.05627079415593809,0.07305745804177748,0.3598775974950185,0.43758779364140354
MAGNOLIA BANK,REGIONS BANK,2158,381835256.72,202001,0.5846654023299919,0.6142939152817308,0.023753178280921508,0.024273286322344184
INTERNATIONAL CITY MORTGAGE,THE MONEY SOURCE INC.,1964,479596906.09,202001,0.9815092453773113,0.9786536794903641,0.17828612926652143,0.21418755442404766
RESIDENTIAL HOME FUNDING CORP.,OWNERSCHOICE FUNDING INC,1169,216015435.21,202001,0.9226519337016574,0.9378095157885109,0.579573624194348,0.6713030828157183
PULTE MORTGAGE LLC,ARVEST CENTRAL MORTGAGE COMPANY,1084,344869511.64,202001,0.6421800947867299,0.6946156504130372,0.015244202562263567,0.02204719599522727
NATIONSTAR MORTGAGE LLC,NEW RESIDENTIAL MORTGAGE LLC,741,162061254.73,202001,0.0026980185402299688,0.0033426311982363175,0.0008891256690940637,0.0010369276696273184
NEW SALEM CREDIT UNION,CAPITAL CREDIT UNION,613,112892413.64,202001,0.9855305466237942,0.9847328987617744,0.795071335927367,0.8473844835331454
J.G. WENTWORTH HOME LENDING LLC,FREEDOM MORTGAGE CORPORATION,608,189149415.0,202001,0.9934640522875817,0.9933938675224778,0.0033488105663786027,0.0048483724833350795
MORTGAGE ACCESS CORP,"LAKEVIEW LOAN SERVICING, LLC",389,104398456.53,202001,0.10772639158127942,0.1320898623097092,0.0016090270970090296,0.0016112938893320396
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","BAYVIEW LOAN SERVICING, LLC",307,45669547.839999996,202001,0.0004223728272563927,0.0003404729863184288,0.12612982744453574,0.11055026097011623
FOX RIVER STATE BANK,GREENWOODS STATE BANK,281,47811632.29,202001,0.9859649122807017,0.9814009512539245,0.939799331103679,0.9100281108592977
MATRIX FINANCIAL SERVICE CORP,"BAYVIEW LOAN SERVICING, LLC",230,45179675.02,202001,0.0004835264636135825,0.00043512154801881225,0.09449465899753492,0.1093644474323318
PEOPLE'S INTERMOUNTAIN BANK,ALTABANK,219,30663011.33,202001,0.9909502262443439,0.9973264723760412,0.9125,0.9129505815679886
PULTE MORTGAGE LLC,"PNC BANK, NATIONAL ASSOCIATION",146,33149338.65,202001,0.08649289099526067,0.06773126868310243,0.0006402722472678793,0.0008533095012277735
TOTALBANK,CITY NATIONAL BANK OF FLORIDA,135,25880563.71,202001,0.9854014598540146,0.9894060619123906,1.0,1.0
"BM REAL ESTATE SERVICES, INC.","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",129,27480531.74,202001,0.6972972972972973,0.7037002825204524,0.021842194378598037,0.022872098411649264
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICE CORP,100,30941391.67,202001,0.0003641050661578905,0.0006380554021523737,0.00020716200483101796,0.0002924413460770903
SUNTRUST BANK,"SPECIALIZED LOAN SERVICING, LLC",90,14497999.44,202001,0.00030785649782448076,0.00025409603009873003,0.0010283246306600701,0.0008039001643201624
"EMBRACE HOME LOANS, INC.",RUSHMORE LOAN MANAGEMENT SERVICES LLC,59,11018000.0,202001,0.11591355599214145,0.07912059124903587,0.00205231668289968,0.0018869769855584654
"LOANDEPOT.COM, LLC","SPECIALIZED LOAN SERVICING, LLC",28,5753527.65,202001,0.0013706677109849227,0.0011917095337908945,0.00031992321842757736,0.00031902759014423013
"CENDERA FUNDING, INC.","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",15,2340758.79,202001,0.9375,0.8841292217453711,0.0025397900440230275,0.0019482179569649423
"PLATINUM MORTGAGE, INC.",HOME POINT MORTGAGE ACCEPTANCE CORPORATION,13,2110335.61,202001,1.0,1.0,1.0,1.0
NEW RESIDENTIAL MORTGAGE LLC,"UNITED SHORE FINANCIAL SERVICES, LLC",5,1299372.35,202001,6.078879540923017e-6,8.391926694610034e-6,0.00006883923285558905,0.000059240741365284296
MATRIX FINANCIAL SERVICE CORP,"CHERRY CREEK MORTGAGE CO., INC.",3,902940.97,202001,6.306866916698902e-6,9.645350143273477e-6,0.21428571428571427,0.23298189385275403
"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.","PINGORA LOAN SERVICING, LLC",2,435000.0,202001,0.0008853474988933156,0.0010844112089273105,6.4942444758332925e-6,5.900754115008863e-6
MATRIX FINANCIAL SERVICE CORP,"AMERICAN FINANCIAL RESOURCES,INC.",2,302032.74,202001,4.204577944465934e-6,2.898902740334913e-6,0.001272264631043257,0.001588109879655551
"PINGORA LOAN SERVICING, LLC",FREEDOM MORTGAGE CORPORATION,1,323000.0,202001,3.2365182830917813e-6,4.376352982460045e-6,5.507912115754281e-6,8.279297676480948e-6
"PINGORA LOAN SERVICING, LLC","STEARNS LENDING, LLC.",1,103000.0,202001,3.2365182830917813e-6,1.391248016028965e-6,0.00042936882782310007,0.00016179126858317924
PHH MORTGAGE CORPORATION,BROKER SOLUTIONS INC. DBA NEW AMERICAN FUNDING,1,311750.5,202001,0.000027536072254653597,0.00004017267668787284,0.00002355546133371022,0.000030469379984427708
THE LOAN STORE LLC,ONE AMERICAN BANK,1,389000.0,202001,0.5,0.4675480769230769,0.002036659877800407,0.002145662342246933
ROUNDPOINT MORTGAGE SERVICING CORPORATION,"NORWICH COMMERCIAL GROUP, INC.",1,318000.0,202001,6.747456209009204e-6,0.000010941113909085285,0.005208333333333333,0.008619739034982853
"PINGORA LOAN SERVICING, LLC","MEMBER FIRST MORTGAGE, LLC",1,55000.0,202001,3.2365182830917813e-6,7.428994260348843e-7,0.0005350454788657035,0.00025108739584935567
"CMC FUNDING, INC.",ONE AMERICAN BANK,1,259000.0,202001,0.00002956830277942046,0.0000310364729794623,0.002036659877800407,0.0014286029476656959
DITECH FINANCIAL LLC,NEW RESIDENTIAL MORTGAGE LLC,95987,15731430147.83,202002,0.9899138864538751,0.9890860406703186,0.10392634954731779,0.09218312057147807
"BANCORPSOUTH, INC.",BANCORPSOUTH BANK,15729,2454139359.25,202002,0.9923659305993691,0.9931447334899294,0.9863297171881859,0.9799058829429417
SCOTIABANK DE PUERTO RICO,ORIENTAL BANK,5977,571601686.71,202002,0.9974966622162884,0.997374076826366,0.6346358037799957,0.6190634279379521
ROUNDPOINT MORTGAGE SERVICING CORPORATION,"AURORA FINANCIAL GROUP, INC.",5861,1755383987.81,202002,0.03949673836864521,0.0601548332081495,0.09704124377038595,0.12058514768897882
ENTEGRA BANK,FIRST-CITIZENS BANK & TRUST COMPANY,1399,191503148.22,202002,0.9886925795053003,0.9909247041529607,0.08813153584477762,0.07643025884630213
PARAMOUNT EQUITY MORTGAGE,"LOANPAL, LLC",1018,137980674.67,202002,0.9807321772639692,0.9723506059221626,0.9990186457311089,0.997296802577202
FIRST GUARANTY MORTGAGE CORPORATION,"PINGORA LOAN SERVICING, LLC",927,291903262.03,202002,0.33107142857142857,0.45118203529219036,0.0030235425350789644,0.003982621882151901
SCHOOLS FINANCIAL CREDIT UNION,SCHOOLSFIRST FEDERAL CREDIT UNION,556,113426575.23,202002,0.9928571428571429,0.9917325188735221,0.08536772608628897,0.0728785167262829
BANK OF SULLIVAN,SULLIVAN BANK,530,73434562.25,202002,0.9906542056074766,0.9886960832268801,0.9742647058823529,0.972262516323534
FIRST NATIONAL BANK OF HARTFORD,FORTE BANK,414,66269309.73,202002,0.9928057553956835,0.990024149660456,0.9833729216152018,0.9743579601268728
HUDSON HERITAGE FEDERAL CREDIT UNION,HUDSON HERITAGE CREDIT UNION,363,60185592.98,202002,0.9972527472527473,0.9980215672944661,0.9654255319148937,0.9572018795475136
DORT FEDERAL CREDIT UNION,DORT FINANCIAL CREDIT UNION,351,29415175.81,202002,0.9915254237288136,0.9867272981476343,0.9859550561797753,0.9866501978005812
MATRIX FINANCIAL SERVICE CORP,"BAYVIEW LOAN SERVICING, LLC",250,47493060.47,202002,0.0005179050120775448,0.0004496951850701831,0.09545628102329133,0.10781574714541428
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","BAYVIEW LOAN SERVICING, LLC",221,31468650.26,202002,0.00030526253268450083,0.00023603762140980524,0.08438335242458954,0.07143814287526869
"LEADER BANK, NATIONAL ASSOCIATION",MASSACHUSETTS HOUSING FINANCE AGENCY,149,53442004.01,202002,0.32461873638344224,0.37992817972867976,0.011674371229334795,0.01893083238915625
SUNMARK FEDERAL CREDIT UNION,SUNMARK CREDIT UNION,84,12014862.8,202002,0.9882352941176471,0.9835076197106405,0.9333333333333333,0.9183664908570317
CRESCENT CREDIT UNION,SHARON & CRESCENT UNITED CREDIT UNION,83,13108104.08,202002,0.9880952380952381,0.9968355570317515,1.0,1.0
TRUIST BANK,"SPECIALIZED LOAN SERVICING, LLC",69,13567591.76,202002,0.00020693316058912971,0.0002065963098642365,0.0007977155277061632,0.0007650541686620723
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICE CORP,68,18613321.46,202002,0.0002485507299350113,0.0003857216379453433,0.0001404442167963022,0.00017518237207559065
CASTLE MORTGAGE CORPORATION,NATIONSTAR MORTGAGE LLC,67,17425117.86,202002,1.0,1.0,0.00024372233114953274,0.0003585260782284717
NEW RESIDENTIAL MORTGAGE LLC,"UNITED SHORE FINANCIAL SERVICES, LLC",16,3478944.16,202002,0.000019198395014176816,0.0000223596136801405,0.0001929268204454198,0.00013874364929635261
MECHANICS SAVINGS BANK,MAINE COMMUNITY BANK,14,1742058.06,202002,0.08917197452229299,0.07581719045082642,0.7368421052631579,0.6558810163961551
"AIG HOME LOAN 2, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",9,2681884.88,202002,0.9,0.9047458768091552,0.0015326975476839238,0.002248040185499398
NATIONSTAR MORTGAGE LLC,"UNITED SHORE FINANCIAL SERVICES, LLC",8,2777262.61,202002,0.000029241262345295448,0.00005751914382952001,0.0000964634102227099,0.00011075991215843857
"AIG HOME LOAN 3, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",8,2419429.55,202002,0.8888888888888888,0.861989392319731,0.0013623978201634877,0.002028041880151368
"AIG HOME LOAN 1, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",8,2449602.39,202002,1.0,1.0,0.0013623978201634877,0.0020533337028304397
"AIG HOME LOAN 5, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",8,2625227.32,202002,1.0,1.0,0.0013623978201634877,0.002200548038225596
NATIONSTAR MORTGAGE LLC,GLACIER BANK,5,737000.0,202002,0.000018275788965809653,0.000015259474008890475,1.0,1.0
"AIG HOME LOAN 4, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",4,1094881.84,202002,1.0,1.0,0.0006811989100817438,0.0009177643652972617
NATIONSTAR MORTGAGE LLC,FREEDOM MORTGAGE CORPORATION,3,349265.41000000003,202002,0.000010965473379485792,7.226967736875263e-6,0.000016526649221870265,8.94445550284654e-6
"NMSI, INC.","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",2,753814.11,202002,0.4,0.4567103171792349,0.0003405994550408719,0.0006318706758496151
WATERSTONE MORTGAGE CORP.,FREEDOM MORTGAGE CORPORATION,2,493000.0,202002,0.010526315789473684,0.015191852259943055,0.00001101776614791351,0.000012625403022026554
MATRIX FINANCIAL SERVICE CORP,UMPQUA BANK,1,71227.4,202002,2.0716200483101793e-6,6.770573690525615e-7,0.00004104416351994746,0.00001343274155874757
"PINGORA LOAN SERVICING, LLC","AMERICAN MORTGAGE & EQUITY CONSULTANTS, INC",1,115862.71,202002,3.2471222379166462e-6,1.5735344306690303e-6,0.003401360544217687,0.002281448268411362
MATRIX FINANCIAL SERVICE CORP,"EVERETT FINANCIAL, INC.",1,79171.65,202002,2.0716200483101793e-6,7.466653919930206e-7,0.00009841551028442082,0.000051481747762416396
"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.","PINGORA LOAN SERVICING, LLC",1,342000.0,202002,0.0004409171075837742,0.0008524561800998672,3.261642432663392e-6,4.6661235445733625e-6
MATRIX FINANCIAL SERVICE CORP,"MOVEMENT MORTGAGE, LLC",1,170157.33,202002,2.0716200483101793e-6,1.6104303174123067e-6,0.0004610419548178884,0.0003150020413185662
"AURORA FINANCIAL GROUP, INC.",ROUNDPOINT MORTGAGE SERVICING CORPORATION,1,141585.19,202002,0.000018070765116195018,0.000010886080754623261,6.997215108386862e-6,5.121839475841753e-6
"DOVENMUEHLE MORTGAGE, INC.","HAMILTON GROUP FUNDING, INC",1,152000.0,202002,0.16666666666666666,0.5289021171638584,0.0048543689320388345,0.0044174083861526926
MATRIX FINANCIAL SERVICE CORP,"CHERRY CREEK MORTGAGE CO., INC.",1,197000.0,202002,2.0716200483101793e-6,1.8619377496534818e-6,0.06666666666666667,0.04845863892818739
GATEWAY FIRST BANK,"PNC BANK, NATIONAL ASSOCIATION",10375,1608992900.94,202003,0.3672176406045376,0.34111951285379905,0.04383426212677503,0.040305730214015935
"FLAGSTAR BANK, FSB",MATRIX FINANCIAL SERVICE CORP,4947,1110634859.32,202003,0.28082425068119893,0.2578054833469923,0.01013432539235429,0.010373609854579646
NATIONS LENDING CORPORATION,PHH MORTGAGE CORPORATION,4604,870351044.66,202003,0.7947522872432246,0.7909672950485087,0.10658147556543278,0.09527872384575484
ARVEST CENTRAL MORTGAGE COMPANY,"LAKEVIEW LOAN SERVICING, LLC",4070,968875766.05,202003,0.056938207355800845,0.061818737941711395,0.015420755503353163,0.013730797651167801
"LAND HOME FINANCIAL SERVICES, INC.",PHH MORTGAGE CORPORATION,2844,684390013.98,202003,0.2968374908673416,0.3032844096537223,0.06583790541009793,0.07492127176140283
MUTUAL OF OMAHA BANK,"CIT BANK, NATIONAL ASSOCIATION",1811,260594405.59,202003,0.9837045084193373,0.9842890140043348,1.0,1.0
RESIDENTIAL BANCORP,"LAKEVIEW LOAN SERVICING, LLC",1244,255826368.91,202003,0.9888712241653418,0.9870044118052106,0.004713370969575266,0.003625542333107482
"PINGORA LOAN SERVICING, LLC","LAKEVIEW LOAN SERVICING, LLC",1138,348056774.79,202003,0.00371174908837094,0.004760250989994449,0.004311749327473194,0.004932621202038552
"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP","PINGORA LOAN SERVICING, LLC",862,297993698.97,202003,0.10016267720195213,0.1335756276851457,0.0028525477685928534,0.004141992213848947
"LAKEVIEW LOAN SERVICING, LLC","PINGORA LOAN SERVICING, LLC",403,133023577.68,202003,0.0015979698249370528,0.0019677793655671363,0.0013336157201193966,0.0018489740719798233
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","BAYVIEW LOAN SERVICING, LLC",294,45580559.17,202003,0.00040642033539354345,0.000342021527570761,0.10068493150684932,0.09167123177934455
MATRIX FINANCIAL SERVICE CORP,"BAYVIEW LOAN SERVICING, LLC",271,53955963.43,202003,0.0005597115110558513,0.0005087712046862849,0.09280821917808219,0.1085157733809646
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICE CORP,266,79662821.79,202003,0.0009676140311309807,0.0016427693379638376,0.0005449222871166851,0.0007440708584190617
MECHANICS SAVINGS BANK,MAINE COMMUNITY BANK,142,21169578.19,202003,0.9861111111111112,0.9875649518082917,0.8711656441717791,0.8764831816223884
"AMERICAN INTERBANC MORTGAGE, LLC","SERVIS ONE, INC., DBA BSI FINANCIAL SERVICES, INC.",134,38343546.27,202003,1.0,1.0,0.02257792754844145,0.031664929975679164
KERN SCHOOLS FEDERAL CREDIT UNION,VALLEY STRONG CREDIT UNION,84,11834369.4,202003,0.08633093525179857,0.08827289735084799,0.9545454545454546,0.9655689228818446
TRUIST BANK,"SPECIALIZED LOAN SERVICING, LLC",80,13418498.129999999,202003,0.00024019047104353752,0.00020484976784942253,0.000937987313721582,0.0007725024729190579
HUDSON HERITAGE CREDIT UNION,HERITAGE FINANCIAL CREDIT UNION,44,6906729.38,202003,0.11702127659574468,0.11184546119152655,1.0,1.0
COASTALSTATES MORTGAGE,COASTAL STATES MORTGAGE,6,1000638.58,202003,1.0,1.0,1.0,1.0
SPRATT SAVINGS AND LOAN ASSOCIATION,SPRATT SAVINGS BANK,5,519149.37,202003,0.15625,0.133355830386253,1.0,1.0
MATRIX FINANCIAL SERVICE CORP,FINANCE OF AMERICA MORTGAGE LLC,3,497952.66,202003,6.196068388072155e-6,4.695838195785315e-6,0.0033076074972436605,0.001973377576126873
"LAKEVIEW LOAN SERVICING, LLC","FLAGSTAR BANK, FSB",1,279438.77,202003,3.9651856698189896e-6,4.143776854726338e-6,0.00007229612492770387,0.00008111418004552403
"CUMANET, LLC",AFFINITY FEDERAL CREDIT UNION,1,115109.07,202003,0.00202020202020202,0.0015173896417750557,0.0045662100456621,0.002465124533789782
"FIFTH THIRD BANK, NATIONAL ASSOCIATION","FIRST COMMUNITY MORTGAGE, INC.",1,323714.56,202003,7.736943907156674e-6,0.000013162726261110882,0.0003944773175542406,0.0008404394987159192
"LAKEVIEW LOAN SERVICING, LLC",ACADEMY MORTGAGE CORPORATION,1,518000.0,202003,3.9651856698189896e-6,7.66297789734068e-6,0.0005232862375719519,0.0009481536527792575
"LAKEVIEW LOAN SERVICING, LLC",QUICKEN LOANS INC.,1,311888.52,202003,3.9651856698189896e-6,4.61146552307341e-6,1.359214591440482e-6,2.132629775395851e-6
MATRIX FINANCIAL SERVICE CORP,"CALIBER HOME LOANS, INC.",1,98070.73,202003,2.065356129357385e-6,9.26930176397579e-7,9.289363678588016e-6,3.762553179490346e-6
HOME SAVINGS BANK,FIRST FEDERAL BANK OF THE MIDWEST,2505,429419027.27,202004,0.9905100830367735,0.9877927147962979,0.4493273542600897,0.5533854081016335
IBM SOUTHEAST EMPLOYEES' CREDIT UNION,ITHINK FINANCIAL CREDIT UNION,1538,254436377.87,202004,0.9846350832266325,0.9816844219014915,0.9922580645161291,0.9902354452809288
"PINGORA LOAN SERVICING, LLC","LAKEVIEW LOAN SERVICING, LLC",1277,384309743.79,202004,0.004225874130502406,0.005359225619403986,0.0047158837019502416,0.0053179937267325015
KERN SCHOOLS FEDERAL CREDIT UNION,VALLEY STRONG CREDIT UNION,877,119769905.14,202004,0.9887260428410372,0.9880965344734253,0.9031925849639547,0.900738651086471
PULTE MORTGAGE LLC,ARVEST CENTRAL MORTGAGE COMPANY,853,263770000.0,202004,0.3634426927993183,0.3793970388845062,0.012354977477151257,0.017247855301954017
