servicer_from,servicer_to,n_loans,total_upb,transition_month,frac_seller_n,frac_seller_upb,frac_buyer_n,frac_buyer_upb
NATIONSTAR MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",517,159359000.0,202104,0.004544016312754887,0.002818021804508384,0.010599909788001804,0.0069542233117369165
"STATE EMPLOYEES CREDIT UNION OF MARYLAND, INC","STATE EMPLOYEES CREDIT UNION OF MARYLAND, INC.",508,108250921.92,202104,0.9883268482490273,0.3089069792078009,0.9530956848030019,0.3144556051611105
PEOPLES BANK AND TRUST CO.,PEOPLES BANK & TRUST CO.,455,76924665.51,202104,0.9956236323851203,0.6592650534051826,0.9285714285714286,0.6324025096336283
MEADOWBROOK FINANCIAL MORTGAGE BANKERS CORP,MEADOWBROOK FINANCIAL MORTGAGE BANKERS CORP.,438,174599618.16,202104,1.0,0.9625016169045115,0.9931972789115646,0.9554111880870084
V.I.P. MORTGAGE INC,"V.I.P. MORTGAGE, INC.",299,59869456.62,202104,1.0,1.0,0.8742690058479532,0.8787344288544875
KENNEBEC FEDERAL SAVINGS AND LOAN ASSOCIATION OF WATERVILLE,KENNEBEC SAVINGS BANK,188,28445773.55,202104,0.9791666666666666,0.45686047417148345,0.8909952606635071,0.4567953163226289
NEW RESIDENTIAL MORTGAGE LLC,"NEWREZ, LLC",94,20447845.48,202104,0.0005589149914081684,0.000209620703478771,0.0026919442137518256,0.0017733174208840162
VIRGINIA COMMONWEALTH BANK,"BLUE RIDGE BANK, NATIONAL ASSOCIATION",90,19658496.87,202104,0.989010989010989,0.6504166929465737,0.22443890274314215,0.183198479868806
"FLAGSTAR BANK, FSB",PODIUM MORTGAGE CAPITAL LLC,58,15554076.38,202104,0.0010827359617682198,0.0010149812103966856,0.0018100112345524903,0.0010798410160355195
"WELLS FARGO BANK, NATIONAL ASSOCIATION","SPECIALIZED LOAN SERVICING, LLC",47,9589976.73,202104,0.00014347070908108536,0.00004050204961461976,0.0012652434920720382,0.0006960630096879195
NATIONSTAR MORTGAGE LLC,PODIUM MORTGAGE CAPITAL LLC,35,12980000.0,202104,0.0003076219940936577,0.00022951088359889947,0.0010922481587816752,0.0009011358852630916
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","NEWREZ, LLC",33,6848577.83,202104,0.00008912559687142147,0.00004030263487350999,0.0009450442452533004,0.0005939355511121093
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","COMMERCE HOME MORTGAGE, INC.",29,10802933.18,202104,0.00007832249422034008,0.00006361626404837999,0.03694267515923567,0.03681292068575884
PODIUM MORTGAGE CAPITAL LLC,"QUICKEN LOANS, LLC",23,10884050.04,202104,0.0007526670593625237,0.0007774400104033764,0.00005626636005577709,0.00009027957130075785
TRUIST BANK,"SPECIALIZED LOAN SERVICING, LLC",11,1773951.99,202104,0.00007335093755834733,0.000020367558893713197,0.0002961208172934557,0.00012875759722529316
PHH MORTGAGE CORPORATION,"QUICKEN LOANS, LLC",10,3896222.73,202104,0.00015728216420257942,0.00014024248203663134,0.000024463634806859605,0.000032317870320694374
U.S. BANK NATIONAL ASSOCIATION,"COMMUNITY LOAN SERVICING, LLC",4,890888.03,202104,0.000022061784026165277,8.357997434467302e-6,0.03636363636363636,0.004075907825925602
MATRIX FINANCIAL SERVICES CORPORATION,ONE AMERICAN BANK,4,1679821.7999999998,202104,0.000030120708740276658,0.00002691176879538386,0.005270092226613966,0.005679623860692361
NEW RESIDENTIAL MORTGAGE LLC,"QUICKEN LOANS, LLC",2,463876.95999999996,202104,0.000011891808327833372,4.75317592471533e-6,4.892726961371921e-6,3.847704938069064e-6
NATIONSTAR MORTGAGE LLC,"SELECT PORTFOLIO SERVICING, INC",2,190356.22999999998,202104,0.000017578399662494726,3.362772616297822e-6,0.00038030043734550294,0.00013217775023503312
PHH MORTGAGE CORPORATION,"ATLANTIC HOME LOANS, INC.",1,109038.01,202104,0.00001572821642025794,3.947049128958968e-6,0.05,0.024552266644409505
FINANCE OF AMERICA MORTGAGE LLC,ONE AMERICAN BANK,1,54919.74,202104,0.00003828190797029324,6.3982468545414725e-6,0.0013175230566534915,0.00018568842583601469
"SELECT PORTFOLIO SERVICING, INC","UNITED WHOLESALE MORTGAGE, LLC",1,547564.8,202104,0.00017683465959328028,0.00035140453514383646,3.5446663405573634e-6,6.453461591738443e-6
RUOFF MORTGAGE COMPANY,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",1,266459.73,202104,0.00011424654404204273,0.00016332033458151077,2.4282866252400968e-6,1.469180532055029e-6
U.S. BANK NATIONAL ASSOCIATION,NORTH SHORE BANK OF COMMERCE,1,459000.0,202104,5.515446006541319e-6,4.308414786942644e-6,0.0009596928982725527,0.0021312031814092946
MATRIX FINANCIAL SERVICES CORPORATION,ACADEMY MORTGAGE CORPORATION,1,180000.0,202104,7.5301771850691645e-6,2.876001041301319e-6,0.00008266512358435976,0.000049692072178516695
"AURORA FINANCIAL GROUP, INC.",ROUNDPOINT MORTGAGE SERVICING CORPORATION,1,647226.46,202104,0.00006812453164384494,0.00009581477460570769,0.0001071007818357074,0.0002932084453504246
GUILD MORTGAGE COMPANY,"GUILD MORTGAGE COMPANY, LLC",36814,9424453892.74,202105,0.9808173922310438,0.7609894047496318,0.9009789525208027,0.7178131981538752
"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",9073,3026362023.26,202105,0.15788466223506073,0.17792116635154698,0.02038546572239997,0.016014637749154223
ROUNDPOINT MORTGAGE SERVICING CORPORATION,"AURORA FINANCIAL GROUP, INC.",6763,1631299728.57,202105,0.7243225875548891,0.740862246420232,0.3321219859549182,0.21210468581761965
AMWEST FUNDING CORP,FREEDOM MORTGAGE CORPORATION,5391,1898813112.05,202105,0.6503800217155266,0.6282315149564403,0.0967134297298267,0.06714369731784747
"STEARNS LENDING, LLC","STEARNS LENDING, LLC.",3464,1026898282.55,202105,0.41987878787878785,0.416347010104227,0.5579896907216495,0.5771473009170127
"STEARNS LENDING, LLC",PHH MORTGAGE CORPORATION,2936,841436136.42,202105,0.3558787878787879,0.34111988157319106,0.04063049224339547,0.028529890722762193
HARBORONE MORTGAGE,"HARBORONE MORTGAGE, LLC",2591,741587397.72,202105,0.9927203065134099,0.7691785332195601,0.8953006219765031,0.7144794447099492
"STEARNS LENDING, LLC",FREEDOM MORTGAGE CORPORATION,1817,570527372.86,202105,0.22024242424242424,0.23151727576157036,0.03259660579096552,0.020174348382027512
"CMC FUNDING, INC.","SPECIALIZED LOAN SERVICING, LLC",1263,330264142.47,202105,0.08782421250260761,0.09404194685843664,0.03377185945772501,0.02427336302110067
FIRST GUARANTY MORTGAGE CORPORATION,"PLANET HOME LENDING, LLC",971,298780747.76,202105,0.34214235377026075,0.33573906607073994,0.049843437195215855,0.05178890753369845
"COMMERCE HOME MORTGAGE, INC.","CHANGE LENDING, LLC",780,290670726.17,202105,0.9936305732484076,0.9933891041497331,0.7008086253369272,0.6840426174635175
"FLAGSTAR BANK, FSB",ONSLOW BAY FINANCIAL LLC,703,201278264.65,202105,0.012451513487663613,0.012612519490606872,1.0,1.0
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICES CORPORATION,607,167007000.0,202105,0.004731504649658194,0.002793826705602014,0.004006706447694988,0.0025369438448002548
"FLAGSTAR BANK, FSB",MATRIX FINANCIAL SERVICES CORPORATION,468,132382610.74,202105,0.008289201013124569,0.008290935646263846,0.0030891904736758727,0.0020109770816518534
FREEDOM MORTGAGE CORPORATION,"AURORA FINANCIAL GROUP, INC.",374,87844576.14,202105,0.008110159384148325,0.0033729880239308256,0.01836664538623975,0.011421718459605046
FIRST TENNESSEE BANK NATIONAL ASSOCIATION,FIRST HORIZON BANK,371,106653000.0,202105,1.0,0.9970573073471011,0.08197083517454706,0.07764759385437592
NATIONSTAR MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",346,102293000.0,202105,0.0026970355993109307,0.001711195089656157,0.007353878852284804,0.0046830484464580055
NATIONSTAR MORTGAGE LLC,PODIUM MORTGAGE CAPITAL LLC,69,26969000.0,202105,0.0005378481397469775,0.00045104924957670335,0.00219256434699714,0.0019249436068734522
"WELLS FARGO BANK, NATIONAL ASSOCIATION","SPECIALIZED LOAN SERVICING, LLC",46,9009826.09,202105,0.00013766561023274466,0.0000389950014517696,0.0012300123001230013,0.0006621935333455699
"ADVISORS MORTGAGE GROUP, L.L.C.","ADVISORS MORTGAGE GROUP, LLC",44,10246215.65,202105,0.11733333333333333,0.10738624701663003,0.3076923076923077,0.2539258231740535
"NEWREZ, LLC",NEW RESIDENTIAL MORTGAGE LLC,41,5441944.2,202105,0.0011741458804662218,0.0004736331316106719,0.0002541705670483358,0.000060389863691524245
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","GUARANTEED RATE, INC.",34,11625606.39,202105,0.0000825617452581633,0.0000642320601110761,0.0006238646580671205,0.0007367895731052891
NEW RESIDENTIAL MORTGAGE LLC,"NEWREZ, LLC",33,9381881.12,202105,0.00019899777484306313,0.00010007503329537429,0.0006016079339325105,0.0005342551395288638
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","NEWREZ, LLC",30,6393961.0,202105,0.00007284859875720291,0.00003533176867118901,0.0005469163035750096,0.00036410678013335494
U.S. BANK NATIONAL ASSOCIATION,"COMMUNITY LOAN SERVICING, LLC",13,2556226.08,202105,0.0000679674592718071,0.000023975967723207235,0.10655737704918032,0.011339773904778848
TRUIST BANK,"SPECIALIZED LOAN SERVICING, LLC",10,1802431.0,202105,0.00006636536789641694,0.000021279023370601733,0.00026739397828760895,0.00013247294016322005
MATRIX FINANCIAL SERVICES CORPORATION,"EVERETT FINANCIAL, INC.",5,1893000.0,202105,0.000035301759439690475,0.000029681016153435597,0.0005668291576918716,0.0007016835590106345
MATRIX FINANCIAL SERVICES CORPORATION,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,3,573400.21,202105,0.000021181055663814286,8.990453838870582e-6,0.0002962377801915671,0.00017850442735685535
"AURORA FINANCIAL GROUP, INC.",ROUNDPOINT MORTGAGE SERVICING CORPORATION,3,1047946.84,202105,0.00021690405610584918,0.00016636696478440375,0.000823271130625686,0.0012641966016674697
PODIUM MORTGAGE CAPITAL LLC,"QUICKEN LOANS, LLC",2,704807.0800000001,202105,0.00006241418050181001,0.000049014016563616535,4.541326067211626e-6,5.5126029684501905e-6
NEW RESIDENTIAL MORTGAGE LLC,"UNITED WHOLESALE MORTGAGE, LLC",2,535500.78,202105,0.000012060471202609886,5.710852597361748e-6,6.704277664363747e-6,6.022376825654077e-6
"LAKEVIEW LOAN SERVICING, LLC","COMMUNITY LOAN SERVICING, LLC",2,467099.7,202105,0.00001907505078732272,0.000011382861875788573,0.01639344262295082,0.0020721191409603444
WILLOW BEND MORTGAGE COMPANY LLC,"SERVIS ONE, INC.",2,393894.06999999995,202105,1.0,1.0,0.004694835680751174,0.002379881588008281
"COMMERCE HOME MORTGAGE, INC.",PODIUM MORTGAGE CAPITAL LLC,1,386000.0,202105,0.0012738853503184713,0.001318771491780038,0.000031776294884016526,0.000027551197013354318
MATRIX FINANCIAL SERVICES CORPORATION,"STEARNS LENDING, LLC.",1,162338.53,202105,7.060351887938095e-6,2.5516907347099166e-6,0.00016108247422680412,0.00009123907013621239
NATIONSTAR MORTGAGE LLC,"SELECT PORTFOLIO SERVICING, INC",1,39885.68,202105,7.794900576043152e-6,6.686723815020417e-7,0.00019908421262193908,0.00002918414142427051
NATIONSTAR MORTGAGE LLC,WATERSTONE MORTGAGE CORP.,1,115561.42,202105,7.794900576043152e-6,3.026391855081832e-6,0.0005555555555555556,0.00027926688238352103
CALCON MUTUAL MORTGAGE LLC,"CALCON MUTUAL MORTGAGE, LLC",1,183000.0,202105,0.002881844380403458,0.001835532011913296,0.3333333333333333,0.23223350253807107
"GUILD MORTGAGE COMPANY, LLC",GUILD MORTGAGE COMPANY LLC,40315,10346766640.22,202106,0.9866617719040627,0.7903365883067281,0.9510946494290837,0.7731819348118611
PODIUM MORTGAGE CAPITAL LLC,"PODIUM MORTGAGE CAPITAL, LLC",25882,9904585558.63,202106,0.8224340641881157,0.709077126073266,0.993970582587657,0.9859347666273072
BROKER SOLUTIONS INC. DBA NEW AMERICAN FUNDING,"BROKER SOLUTIONS, INC.",22879,6188885918.79,202106,0.9848054407713499,0.8391447076783225,0.9520619200199743,0.8211822116757692
PRIMELENDING A PLAINS CAPITAL CO,"MARLIN MORTGAGE CAPITAL, LLC",16961,4818250238.33,202106,0.5122157460815994,0.5026965321675435,0.6739916550764952,0.649271130450223
"CMC FUNDING, INC.","SPECIALIZED LOAN SERVICING, LLC",8715,2162150055.09,202106,0.5771140984040792,0.6022436725523626,0.21278933489598595,0.157013840681187
ARC HOME LLC,"ARC HOME, LLC",7309,2141547933.87,202106,0.9891730951414265,0.7819650810764561,0.9365709892362891,0.7546689981019394
FIRST UNITED BANK AND TRUST COMPANY,FIRST UNITED BANK & TRUST COMPANY,6283,1537757146.05,202106,0.9846419056574205,0.8588992520917359,0.9643898695318496,0.8490799789909934
INTERCAP LENDING INC.,"INTERCAP LENDING, INC.",5058,1516907629.69,202106,0.985580670303975,0.9815657419318453,0.9710117105010558,0.9625860524274862
"FLAGSTAR BANK, FSB",ONSLOW BAY FINANCIAL LLC,5025,1462805203.1,202106,0.08452196730135235,0.08742130483239263,0.8784965034965035,0.8804563413889733
PODIUM MORTGAGE CAPITAL LLC,FREEDOM MORTGAGE CORPORATION,4725,1568529772.04,202106,0.15014299332697809,0.11226210477028505,0.07436026565106543,0.052371239651493394
"FLAGSTAR BANK, FSB",MATRIX FINANCIAL SERVICES CORPORATION,4438,1270507105.69,202106,0.07464845589719438,0.0759121077734988,0.02746644056467734,0.018725921399823455
"SPECIALIZED LOAN SERVICING, LLC","PNC BANK, NATIONAL ASSOCIATION",4411,1627180296.04,202106,0.11794748382266432,0.1199279567929387,0.04632138281561758,0.03566697249263536
"PLAZA HOME MORTGAGE, INC.",TRUIST BANK,4336,1338544383.69,202106,0.5700762555876939,0.5608692861341851,0.025702735065027446,0.015419989547331751
NATIONSTAR MORTGAGE LLC,"NATIONSTAR MORTGAGE, LLC",2792,629793481.54,202106,0.01930977246005948,0.009963278280077325,1.0,0.6949841279495962
PULTE MORTGAGE LLC,"PULTE MORTGAGE, LLC",2307,761726447.5,202106,0.8722117202268431,0.8514663996266192,0.906127258444619,0.9130723455341361
BAR HARBOR BANK AND TRUST,BAR HARBOR BANK & TRUST,1692,336816960.97,202106,0.9894736842105263,0.5610003411300867,0.9553924336533032,0.5558055234931435
"SOUTH STATE BANK, N. A.","SOUTH STATE BANK, NA",1659,439760982.02,202106,0.994008388256441,0.9934638544305692,0.8986998916576381,0.8748870748883504
"STEARNS LENDING, LLC.",FREEDOM MORTGAGE CORPORATION,1507,480720365.71,202106,0.2427512886597938,0.2708836872542263,0.023716596896540872,0.016050649421342277
"SIWELL INC., DBA CAPITAL MORTGAGE SERVICES OF TEXAS","SIWELL, INC.",1192,268611079.58,202106,0.9867549668874173,0.46640006464315653,0.9430379746835443,0.4635064488017262
"AMERICAN FINANCIAL RESOURCES,INC.","AMERICAN FINANCIAL RESOURCES, INC.",1135,257056593.53,202106,0.98438855160451,0.8915599368544317,0.9634974533106961,0.8795530493436378
FIRST GUARANTY MORTGAGE CORPORATION,"PLANET HOME LENDING, LLC",1103,337560462.09,202106,0.3525087887503995,0.3528025862820944,0.04989144201194138,0.05114284720903259
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICES CORPORATION,966,249667430.04,202106,0.006680959955736912,0.003947244365569136,0.005978499681270462,0.0036798319742461236
"NEWREZ, LLC",NEW RESIDENTIAL MORTGAGE LLC,630,83664535.49,202106,0.011485242375075201,0.004777157079984046,0.003987064191733487,0.0009602742792944723
ONE AMERICAN BANK,"PNC BANK, NATIONAL ASSOCIATION",623,241960416.58,202106,0.5587443946188341,0.5562816567957136,0.0065423308760212545,0.005303650458076409
SOUTHERN MASS CREDIT UNION,ALLTRUST CREDIT UNION,497,118654112.87,202106,0.9979919678714859,0.9997621333654803,0.9920159680638723,0.9959542074322506
"LAKEVIEW LOAN SERVICING, LLC",MCLEAN MORTGAGE CORPORATION,390,143499114.14,202106,0.0034665742246873417,0.0033560829958121144,0.24148606811145512,0.24044030788083567
NATIONSTAR MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",378,109844000.0,202106,0.002614288678331835,0.0017355982716847666,0.008242297376856153,0.005225999917971974
"ADVISORS MORTGAGE GROUP, L.L.C.","ADVISORS MORTGAGE GROUP, LLC",363,90701743.32,202106,1.0,1.0,0.5761904761904761,0.55082545228659
PULTE MORTGAGE LLC,"LAKEVIEW LOAN SERVICING, LLC",329,129964324.17,202106,0.12438563327032136,0.14532666921379503,0.0028455776782161948,0.0030054182461053246
HOMESTEAD FUNDING CORP,NEXBANK,281,76906703.11,202106,0.15920679886685551,0.1617524482861337,0.043257389162561576,0.03617680983822052
PODIUM MORTGAGE CAPITAL LLC,NATIONSTAR MORTGAGE LLC,252,63035338.19,202106,0.008007626310772164,0.004515241753805482,0.0016247686961231213,0.0009365574945727735
"FLAGSTAR BANK, FSB","MARLIN MORTGAGE CAPITAL, LLC",191,51915380.26,202106,0.0032126757720514027,0.003102547779496478,0.007589906616332207,0.00699572582615515
SARATOGA NATIONAL BANK AND TRUST,SARATOGA NATIONAL BANK & TRUST,176,47405170.49,202106,0.9832402234636871,0.648707834004206,0.9119170984455959,0.6169637889338864
NATIONSTAR MORTGAGE LLC,"PODIUM MORTGAGE CAPITAL, LLC",157,52440000.0,202106,0.001085828895497614,0.0008290744268564637,0.006029417412343024,0.005220048719442579
CALCON MUTUAL MORTGAGE LLC,"CALCON MUTUAL MORTGAGE, LLC",91,26407396.83,202106,0.24728260869565216,0.25086296390596863,0.7647058823529411,0.8187985459729311
SECURITY FEDERAL BANK,COMMUNITY FIRST BANK,76,11544188.38,202106,0.987012987012987,0.6682975090950225,0.30522088353413657,0.17122604908466454
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","GUARANTEED RATE, INC.",56,17194614.94,202106,0.00012582233885753317,0.00009122790059175801,0.0009389199067786665,0.0009835083203846517
NEW RESIDENTIAL MORTGAGE LLC,"NEWREZ, LLC",43,12865272.24,202106,0.0002665691312945961,0.00014300175264833073,0.000630581748324559,0.0005953143635160021
"AMERICAN SAVINGS BANK, F.S.B.","AMERICAN SAVINGS BANK, FSB",39,15915939.77,202106,1.0,0.24399473245084013,1.0,0.24789353370285674
"WELLS FARGO BANK, NATIONAL ASSOCIATION","SPECIALIZED LOAN SERVICING, LLC",37,9355851.77,202106,0.00010430732885845496,0.000040608341512086725,0.0009034085359898428,0.000679415480805024
"LOANDEPOT.COM, LLC","SPECIALIZED LOAN SERVICING, LLC",34,8728696.46,202106,0.00019890601690701143,0.00014773520351046198,0.0008301591952339096,0.0006338718962166724
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","NEWREZ, LLC",24,4358590.29,202106,0.000053923859510371356,0.000023092440362346836,0.0003519526037160329,0.00020168492014113626
FREEDOM MORTGAGE CORPORATION,AMWEST FUNDING CORP,14,6108564.36,202106,0.0002511571167163001,0.00021640229697773971,0.0037204358224820623,0.0041125341330361925
U.S. BANK NATIONAL ASSOCIATION,"COMMUNITY LOAN SERVICING, LLC",10,1257355.3599999999,202106,0.000050289415586701465,0.00001182167055199706,0.07936507936507936,0.005611167275219094
"AURORA FINANCIAL GROUP, INC.",ROUNDPOINT MORTGAGE SERVICING CORPORATION,6,1399575.17,202106,0.000294652065019889,0.00018227370619041164,0.0012453300124533001,0.0012599947050786404
TRUIST BANK,"SPECIALIZED LOAN SERVICING, LLC",5,1046475.93,202106,0.0000314637568984287,0.000012273821120660175,0.000122082234593222,0.00007599435782123712
NEW RESIDENTIAL MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,3,1140917.4,202106,0.000018597846369390424,0.000012681513804080743,0.000019342484477656207,0.000016951360496198567
NATIONSTAR MORTGAGE LLC,"SELECT PORTFOLIO SERVICING, INC",2,363319.68,202106,0.000013832215229268968,5.745421630957957e-6,0.00041727519298977677,0.00028009694901392124
U.S. BANK NATIONAL ASSOCIATION,"THE MORTGAGE FIRM, INC.",2,169961.99,202106,0.000010057883117340293,1.5975041040053615e-6,0.0017436791630340018,0.0004479358444416475
U.S. BANK NATIONAL ASSOCIATION,"CMC FUNDING, INC.",1,104732.04,202106,5.028941558670147e-6,9.948667570215864e-7,0.00012658227848101267,0.000059035817435220844
"PINGORA LOAN SERVICING, LLC","SPECIALIZED LOAN SERVICING, LLC",1,72931.89,202106,0.000021253985122210414,3.3428944207801185e-6,0.0000244164469186444,5.296263379167359e-6
"PINGORA LOAN SERVICING, LLC",NATIONSTAR MORTGAGE LLC,1,283064.21,202106,0.000021253985122210414,0.000012981952520574639,6.4474948258854026e-6,4.2056712144820085e-6
"BM REAL ESTATE SERVICES, INC.","CMC FUNDING, INC.",1,331000.0,202106,0.07692307692307693,0.10209747069710055,0.00012658227848101267,0.00018657953737039878
MATRIX FINANCIAL SERVICES CORPORATION,"STEARNS LENDING, LLC.",1,404357.36,202106,6.600834345461266e-6,6.152628167447821e-6,0.00016105653084232566,0.0002342254215898404
FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,1,160166.39,202106,0.00009874592673052236,0.000049950380010114746,6.188923065497373e-6,2.360681980133121e-6
"SELECT PORTFOLIO SERVICING, INC","UNITED WHOLESALE MORTGAGE, LLC",1,527475.64,202106,0.00019908421262193908,0.00038655462741970327,3.2646665143155627e-6,5.809902976686492e-6
"HARBORONE MORTGAGE, LLC","CMC FUNDING, INC.",1,172000.0,202106,0.0003455425017277125,0.00016571271959034937,0.00012658227848101267,0.00009695371730425556
"SUN WEST MORTGAGE COMPANY, INC","SUN WEST MORTGAGE COMPANY, INC.",10950,3532795674.53,202107,0.979690435716203,0.9649910110145222,0.939269171384457,0.9290133133251558
"FLAGSTAR BANK, FSB",MATRIX FINANCIAL SERVICES CORPORATION,6148,1679933101.86,202107,0.11850652479808786,0.11626576815485089,0.035617247831855076,0.024034658383169205
"NEWREZ, LLC",NEW RESIDENTIAL MORTGAGE LLC,4489,937049000.0,202107,0.06582980158671965,0.043508114289352764,0.027644008719963545,0.01092980669964601
NATIONSTAR MORTGAGE LLC,NEW RESIDENTIAL MORTGAGE LLC,4150,904823919.87,202107,0.02675710352742442,0.013497823341587263,0.025556390329215573,0.010553931055254411
TCF NATIONAL BANK,HUNTINGTON NATIONAL BANK,2484,440310118.94,202107,0.9841521394611727,0.4313566669331273,0.07918645796805764,0.05197855134615493
"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",2282,579071571.29,202107,0.038260986201230654,0.03324095449429113,0.00487586000598265,0.0030257012134164703
"FLAGSTAR BANK, FSB","MARLIN MORTGAGE CAPITAL, LLC",1968,610831078.5,202107,0.037934424333545366,0.042244379894199116,0.07298620382732532,0.0767082126368846
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICES CORPORATION,1543,390995638.85,202107,0.009948484516341175,0.005827376309723035,0.008939071796446386,0.0055939409722113465
"PULTE MORTGAGE, LLC",ARVEST CENTRAL MORTGAGE COMPANY,1360,457298600.63,202107,0.5341712490180676,0.5498123470431044,0.029744980534534796,0.02426233949679175
HOMESTEAD FUNDING CORP,NEXBANK,1218,321826584.06,202107,0.8023715415019763,0.7904391620746302,0.1473862536302033,0.12490810010703597
EQUITY LOANS LLC,"EQUITY PRIME MORTGAGE, LLC",1090,357589989.13,202107,0.9927140255009107,0.9925030028200813,0.9260832625318607,0.927319073614385
FIRST GUARANTY MORTGAGE CORPORATION,"PLANET HOME LENDING, LLC",917,266858531.08,202107,0.3373804267844003,0.32646906450785873,0.03779261457303,0.03684735844505368
"LOANPAL, LLC","GOODLEAP, LLC",885,175402754.99,202107,0.974669603524229,0.8491098113182927,0.9943820224719101,0.8747697398146296
FREEDOM MORTGAGE CORPORATION,"PODIUM MORTGAGE CAPITAL, LLC",641,219023310.73,202107,0.010087815932768878,0.007329404001332422,0.02421792353030074,0.021817415087759105
MORTGAGEMARKETS LLC,"MORTGAGEMARKETS, LLC",631,135122174.67,202107,0.9921383647798742,0.5991884563170222,0.9575113808801214,0.5897466739239722
SECURITY HOME MORTGAGE LLC,"SECURITY HOME MORTGAGE, LLC",620,181547261.24,202107,0.988835725677831,0.9890185151810986,0.9553158705701078,0.9542499747793
"PULTE MORTGAGE, LLC","PNC BANK, NATIONAL ASSOCIATION",490,145789000.0,202107,0.192458758837392,0.17564135403927392,0.005097423200557596,0.003250494634472175
MCLEAN MORTGAGE CORPORATION,FIRST FEDERAL BANK,387,141918509.88,202107,0.23962848297213624,0.23835424494514681,0.025123344585821866,0.027677864882327038
NATIONSTAR MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",363,105048689.83,202107,0.002340440621796401,0.0015648718843443636,0.00817641228939544,0.005218186112646764
FREEDOM MORTGAGE CORPORATION,"AURORA FINANCIAL GROUP, INC.",297,73946100.95,202107,0.004674073840924113,0.0024756417632454436,0.015083032857650704,0.010254605100283634
NATIONSTAR MORTGAGE LLC,"PODIUM MORTGAGE CAPITAL, LLC",257,86632000.0,202107,0.0016570061702525483,0.0012911304772104059,0.009709838295299984,0.008629612517421684
"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION","AMERICAN BANK & TRUST COMPANY, NATIONAL ASSOCIATION",241,32857631.7,202107,1.0,0.5364075327060368,0.9601593625498008,0.5276542735606923
"FLORIDA CAPITAL BANK, N.A.",PHH MORTGAGE CORPORATION,206,57040956.51,202107,0.9074889867841409,0.5192468029288915,0.0027450196548737425,0.0019283606226933921
EDGEWATER BANK,UNITED FEDERAL CREDIT UNION,185,33327244.14,202107,0.9788359788359788,0.6527330447548906,0.9487179487179487,0.6551908467141581
THE ELBERFELD STATE BANK,HERITAGE FEDERAL CREDIT UNION,125,19714926.48,202107,0.984251968503937,0.5426374698011182,0.11803588290840415,0.07277057097210683
NEW RESIDENTIAL MORTGAGE LLC,"NEWREZ, LLC",51,16703283.38,202107,0.00032276233933080606,0.00019212228365961481,0.0006762311384550107,0.0006981780471011874
CASTLE MORTGAGE CORPORATION,"SERVIS ONE, INC.",27,9483513.37,202107,0.84375,0.8446057803285952,0.024346257889990983,0.024144845357502654
"WELLS FARGO BANK, NATIONAL ASSOCIATION","SPECIALIZED LOAN SERVICING, LLC",19,4231472.24,202107,0.000051347743131563726,0.000018458979206645464,0.0004729309271935283,0.0003165177531484431
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","NEWREZ, LLC",18,3672429.0,202107,0.000038986101454831355,0.00001917091829851829,0.00023866981357235673,0.00015350331123567193
XCEED FINANCIAL FEDERAL CREDIT UNION,KINECTA FEDERAL CREDIT UNION,18,10665735.7,202107,1.0,0.12293369687884181,0.02643171806167401,0.015399898901865416
CALCON MUTUAL MORTGAGE LLC,"CALCON MUTUAL MORTGAGE, LLC",13,3493000.0,202107,0.047619047619047616,0.044947742379701304,0.06989247311827956,0.07118163321344591
U.S. BANK NATIONAL ASSOCIATION,"COMMUNITY LOAN SERVICING, LLC",13,3500915.9000000004,202107,0.00006266177583472715,0.00003277643661076117,0.09420289855072464,0.015263224268330848
WINFIRST BANK,"SUMMIT COMMUNITY BANK, INC.",11,2047976.42,202107,1.0,0.6277429535882374,1.0,0.6285654218791852
"AURORA FINANCIAL GROUP, INC.",ROUNDPOINT MORTGAGE SERVICING CORPORATION,6,970289.13,202107,0.00030129557095510696,0.00013108308919044723,0.001029512697323267,0.0007026105623138476
