servicer_from,servicer_to,n_loans,total_upb,transition_month,frac_seller_n,frac_seller_upb,frac_buyer_n,frac_buyer_upb
RUOFF MORTGAGE COMPANY,"RUOFF MORTGAGE COMPANY, INC.",2091,352343699.78,202307,0.99476688867745,0.9943452606377882,0.956979405034325,0.9523016326839395
LYONS NATIONAL BANK,THE LYONS NATIONAL BANK,1960,300671940.53,202307,0.99644128113879,0.7524766392788766,0.9780439121756487,0.7418892777604652
SOUTHERN BANK & TRUST COMPANY,SOUTHERN BANK AND TRUST COMPANY,1882,365489816.76,202307,0.9952406134320465,0.7236168461082001,0.9910479199578726,0.7220138477373319
AMERICAN COMMERCIAL BANK & TRUST,"AMERICAN COMMERCIAL BANK & TRUST, NATIONAL ASSOCIATION",1794,347463489.26,202307,0.9966666666666667,0.8938285875318379,0.9939058171745152,0.8901986415132644
"STILLMAN BANCCORP, NA",STILLMAN BANCCORP NATIONAL ASSOCIATION,1685,217416570.33,202307,0.9958628841607565,0.7528192323858305,0.9941002949852508,0.7538552570782981
"CNB BANK & TRUST, N.A.","CNB BANK & TRUST, NATIONAL ASSOCIATION",1671,204727023.32,202307,0.9952352590827874,0.7058508098436133,0.9952352590827874,0.7069925085976977
"THE MORTGAGE FIRM, INC.","PNC BANK, NATIONAL ASSOCIATION",1563,303012186.67,202307,0.9606637984019668,0.7464181298289382,0.006941576177469855,0.004384205157932999
COMPEER FINANCIAL,"COMPEER FINANCIAL, ACA",1518,304569353.7,202307,0.9921568627450981,0.7818555004447387,0.9973718791064389,0.7851935547191126
"HERITAGE BANK, NA","HERITAGE BANK, NATIONAL ASSOCIATION",1457,286894417.17,202307,0.9925068119891008,0.8307830672247475,0.9958988380041012,0.8327221624725898
FIRST STATE BANK AND TRUST,FIRST STATE BANK,1360,204520241.09,202307,0.9934258582907232,0.8298160972607539,0.2998236331569665,0.2546855822388637
PEOPLES COMMUNITY BANK,THE PEOPLES COMMUNITY BANK,1336,237525119.6,202307,0.9947877885331348,0.8267535639244246,0.9977595220313666,0.8322260544829828
FEDERAL SAVINGS BANK,THE FEDERAL SAVINGS BANK,1313,358491245.07,202307,0.9946969696969697,0.7736984752606987,0.9954510993176648,0.7769344454002007
UNION BANK COMPANY,THE UNION BANK COMPANY,1286,196567341.25,202307,0.9976726144297905,0.7771070577542024,0.9945862335653519,0.7777429034106526
WALL STREET MORTGAGE BANKERS LTD.,"WALL STREET MORTGAGE BANKERS, LTD.",1218,549462809.9,202307,0.9991796554552912,0.8015119975418785,0.9959116925592805,0.8004756910142442
FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF NEWARK,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEWARK,1168,213817666.81,202307,0.9940425531914894,0.8839900198597556,0.9948892674616695,0.8868038714300926
"FCN BANK, NA","FCN BANK, NATIONAL ASSOCIATION",1084,156469908.66,202307,0.9963235294117647,0.7673891661497145,0.9935838680109991,0.7655365273173595
"FIRST NEIGHBOR BANK, NA","FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",1005,104518802.6,202307,0.9940652818991098,0.7648037509074611,0.9930830039525692,0.766650576749324
"COLUMBIA BANK, MHC",COLUMBIA BANK,996,254988882.33,202307,0.995004995004995,0.7908108220902575,0.996996996996997,0.7924962840985798
MMS MORTGAGE SERVICES LTD.,"MMS MORTGAGE SERVICES, LTD.",905,145687946.21,202307,0.9945054945054945,0.45202241994122566,0.9966960352422908,0.45607901479686225
"BANK OF HILLSBORO, NA","BANK OF HILLSBORO, NATIONAL ASSOCIATION",867,102901967.73,202307,0.9908571428571429,0.6998932646040661,0.9863481228668942,0.7028693292834263
FINANCE OF AMERICA MORTGAGE LLC,"LAKEVIEW LOAN SERVICING, LLC",856,312559740.89,202307,0.8408644400785854,0.8177519878491522,0.0027719219846443293,0.002967776748474553
"PREMIER MORTGAGE RESOURCES, LLC","PREMIER MORTGAGE RESOURCES, L.L.C",851,295197856.68,202307,0.9941588785046729,0.9956860099911052,0.9770378874856487,0.9767878836226088
"MORTGAGEMARKETS, LLC","MORTGAGE MARKETS CUSO, LLC",828,176589328.8,202307,0.9928057553956835,0.7457605478636385,0.9928057553956835,0.7451493822368987
AMERICAN PACIFIC MORTGAGE CORP,AMERICAN PACIFIC MORTGAGE CORPORATION,804,272083450.7,202307,0.9962825278810409,0.9970122444144418,0.9294797687861271,0.9392802404567213
"RHINEBECK BANK, MHC",RHINEBECK BANK,798,189936345.2,202307,0.9962546816479401,0.6875833385839188,0.9975,0.6889511090582208
CALLAWAY BANK,THE CALLAWAY BANK,789,130606596.27,202307,0.9949558638083228,0.8011904625433505,0.9937027707808564,0.8020702583785678
"NEWREZ, LLC",NEW RESIDENTIAL MORTGAGE LLC,769,212208272.08,202307,0.10230145004656113,0.0782871994763848,0.0022703854931519388,0.0018097460919649212
"MEMBERS MORTGAGE SERVICES, LLC","MEMBERS MORTGAGE SERVICES, L.L.C.",757,104526388.63,202307,0.9960526315789474,0.994754243600176,0.9831168831168832,0.980194749497501
FARMERS STATE BANK OF ALTO PASS,"FARMERS STATE BANK OF ALTO PASS, ILL.",747,101309849.53,202307,0.9946737683089214,0.7178840435157466,0.996,0.7194180623663744
VINTON COUNTY NATIONAL BANK,THE VINTON COUNTY NATIONAL BANK,700,103613584.14,202307,0.9943181818181818,0.9942702338695281,0.9971509971509972,0.9966909581167572
"COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO","THE COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO",692,104353191.82000001,202307,0.9985569985569985,0.8371932611964422,0.9928263988522238,0.8351769541718741
CITIZENS NATIONAL BANK,THE CITIZENS NATIONAL BANK OF SOMERSET,687,95295817.57,202307,0.9913419913419913,0.828860304935489,0.9942112879884226,0.8312414426719562
"HOME BANK, SB",HOME BANK SB,679,105818215.82,202307,0.9985294117647059,0.8761880315310059,0.9941434846266471,0.8732345605584919
ALLIED MORTGAGE GROUP,"ALLIED MORTGAGE GROUP, INC.",653,163723106.62,202307,0.9924012158054711,0.8923053552736102,0.9893939393939394,0.8873354143300354
PEOPLES BANK & TRUST COMPANY,PEOPLES BANK AND TRUST COMPANY,632,85899254.96,202307,0.9952755905511811,0.7446725825897731,0.9813664596273292,0.7362652485861504
CENTURY BANK & TRUST,CENTURY BANK AND TRUST,631,86987226.45,202307,0.9905808477237049,0.7937376372539897,0.9937007874015747,0.7976922194082481
"FARMERS BANK, FRANKFORT, INDIANA, INC.","THE FARMERS BANK, FRANKFORT, INDIANA",620,83453178.41,202307,0.9904153354632588,0.684580484080952,0.9872611464968153,0.6846120377557925
MEADOWBROOK FINANCIAL MORTGAGE BANKERS CORP,MEADOWBROOK FINANCIAL MORTGAGE BANKERS CORP.,600,229670673.01,202307,0.9983361064891847,0.9803481285116279,0.9852216748768473,0.9641005727937568
FIRST STATE BANK & TRUST,FIRST STATE BANK AND TRUST,598,113184804.8,202307,0.9933554817275747,0.8678103383463278,0.9966666666666667,0.8692391216099162
"CALIBER HOME LOANS, INC.",NEW RESIDENTIAL MORTGAGE LLC,587,155303719.49,202307,0.002622748658466295,0.002206539884155523,0.0017330510851497893,0.0013244549642658957
"STERLING FEDERAL BANK, FSB","STERLING FEDERAL BANK, F.S.B.",575,55225435.27,202307,0.9930915371329879,0.7534783794485,0.9965337954939342,0.7534709632480531
THE STEPHENSON NATIONAL BANK & TRUST,THE STEPHENSON NATIONAL BANK AND TRUST,559,81222323.95,202307,0.994661921708185,0.7861241641977306,0.9893805309734514,0.7833392361573224
FIRST SECURITY BANK & TRUST COMPANY,FIRST SECURITY BANK AND TRUST COMPANY,557,65782663.57,202307,0.9928698752228164,0.7486107941146554,0.9893428063943162,0.7449913467283089
PHH MORTGAGE CORPORATION,SENECA MORTGAGE SERVICING LLC,541,183088064.06,202307,0.0029074141748532856,0.003190611876357917,0.0324087941053136,0.03961404083369785
"ARK-LA-TEX FINANCIAL SERVICES, LLC","ARK-LA-TEX FINANCIAL SERVICES, LLC.",535,131348252.44,202307,0.9944237918215614,0.991239947606746,0.924006908462867,0.9234027309123225
"PYRAMAX BANK, FSB, MHC","PYRAMAX BANK, FSB",517,101299688.25,202307,0.9923224568138196,0.606384178618198,0.9961464354527938,0.6130181044507128
DRAPER AND KRAMER,DRAPER AND KRAMER MORTGAGE CORP.,515,153537535.85,202307,0.9961315280464217,0.996853725157104,0.8415032679738562,0.8517357167564183
RICHWOOD BANK,THE RICHWOOD BANKING COMPANY,513,82950868.21,202307,0.9980544747081712,0.8619551552800131,1.0,0.8639865646556278
"BANKSOUTH MORTGAGE, A WHOLLY OWNED SUBSIDIARY OF BANKSOUTH","BANKSOUTH MORTGAGE COMPANY, LLC",493,133942226.37,202307,0.9959595959595959,0.9947692086587098,0.9723865877712031,0.9665347649947973
"1ST 2ND MORTGAGE CO. OF N.J., INC.","1ST 2ND MORTGAGE COMPANY OF N.J., INC.",492,151420138.71,202307,0.9959514170040485,0.811241911383196,1.0,0.8130562497597884
"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",488,155261227.3,202307,0.04360257326661901,0.042406511594609134,0.0015802545893766737,0.001474216285848299
"MANN MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",481,141293055.14,202307,0.2026116259477675,0.21219245894137198,0.0015575870030536476,0.00134158750762786
"PULTE MORTGAGE, LLC",ARVEST BANK,480,191403780.78,202307,0.583232077764277,0.5843958685103211,0.009067039422731824,0.010908140384499778
PEOPLES SECURITY BANK & TRUST COMPANY,PEOPLES SECURITY BANK AND TRUST COMPANY,474,74510270.4,202307,0.9978947368421053,0.5983196331577664,0.9957983193277311,0.5999112816317034
FARMERS & MERCHANTS UNION BANK,FARMERS AND MERCHANTS UNION BANK,470,88224467.82,202307,0.9957627118644068,0.780645770872299,0.9978768577494692,0.781047985055255
GLENS FALLS NATIONAL BANK & TRUST COMPANY,GLENS FALLS NATIONAL BANK AND TRUST COMPANY,456,78253008.46,202307,0.9956331877729258,0.6548106507077512,1.0,0.6583330558352356
ROYAL PACIFIC FUNDING CORP.,ROYAL PACIFIC FUNDING CORPORATION,437,157562758.32,202307,0.9954441913439636,0.9953441469898319,0.9842342342342343,0.9820802781707677
F&M BANK & TRUST COMPANY,F&M BANK AND TRUST COMPANY,426,54594478.58,202307,0.9976580796252927,0.6492848501581994,1.0,0.6546347158849403
HOME FEDERAL SAVINGS & LOAN ASSOCIATION,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF GRAND ISLAND,426,61412079.29,202307,0.993006993006993,0.5696800873749935,0.988399071925754,0.5671776731014102
OHIO VALLEY BANK COMPANY,THE OHIO VALLEY BANK COMPANY,405,60583451.67,202307,0.9975369458128078,0.7117134121210351,1.0,0.7137495578405231
"FORCHT BANK, NA","FORCHT BANK, NATIONAL ASSOCIATION",370,53891175.06,202307,0.9919571045576407,0.9418873596958959,0.9973045822102425,0.9477698330292958
HOMEOWNERS FINANCIAL GROUP,"HOMEOWNERS FINANCIAL GROUP USA, LLC",338,98979265.98,202307,0.9941176470588236,0.9955853579330796,0.9362880886426593,0.9191703565007343
"NORTH AMERICAN SAVINGS BANK, FSB","NORTH AMERICAN SAVINGS BANK, F.S.B.",315,84311674.88,202307,0.9968354430379747,0.9968970962868722,1.0,1.0
"PULTE MORTGAGE, LLC",PULTE MORTGAGE LLC,297,123411000.0,202307,0.36087484811664644,0.380961073335463,0.6086065573770492,0.6091813312930375
PEOPLES BANK MT. WASHINGTON,THE PEOPLES BANK,285,42951895.02,202307,0.9965034965034965,0.7593357509260522,0.41605839416058393,0.3237040245129665
LOOKOUT CREDIT UNION,LOOKOUT FEDERAL CREDIT UNION,278,51549887.65,202307,0.9928571428571429,0.8839935222199038,1.0,0.8916468844414174
THE MUNCY BANK & TRUST COMPANY,THE MUNCY BANK AND TRUST COMPANY,273,39507413.44,202307,0.9963503649635036,0.8213283454558432,1.0,0.8227747118288021
"AMERICAN BANK & TRUST COMPANY, NATIONAL ASSOCIATION","AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",270,32544490.45,202307,0.9926470588235294,0.6372834057115717,1.0,0.6451798563008025
NATIONSTAR MORTGAGE LLC,NEW RESIDENTIAL MORTGAGE LLC,251,44722930.07,202307,0.0006555458921300541,0.0003959981633889295,0.0007410491011458213,0.0003814043021135887
"OWNERSCHOICE FUNDING, INC.","OWNERSCHOICE FUNDING, INCORPORATED",249,49726068.15,202307,0.996,0.15614487619440473,1.0,0.15696460980942956
CAMDEN NATIONAL BANK,THE CAMDEN NATIONAL BANK,239,57137450.55,202307,1.0,0.6361996122699475,1.0,0.6370860712920506
BRATTLEBORO SAVINGS & LOAN ASSOCIATION,THE BRATTLEBORO SAVINGS & LOAN ASSOCIATION,239,42591321.37,202307,1.0,0.6080107221653642,0.9958333333333333,0.6085812032499296
MASON-MCDUFFIE MORTGAGE CORPORATION,MASON MCDUFFIE MORTGAGE CORPORATION,239,86498475.02,202307,1.0,1.0,0.9795081967213115,0.984072533685238
LHM FINANCIAL CORP,LHM FINANCIAL CORPORATION,233,48753974.51,202307,0.9914893617021276,0.9780540870415529,1.0,0.9845368110022604
WARREN BOYNTON STATE BANK,WARREN-BOYNTON STATE BANK,225,34242633.45,202307,1.0,0.7911964799415755,1.0,0.7924122973902449
THE COTTONPORT BANK,COTTONPORT BANK,220,37937768.45,202307,0.995475113122172,0.7573531211812454,0.990990990990991,0.7515681269105091
WEST PLAINS BANK & TRUST COMPANY,WEST PLAINS BANK AND TRUST COMPANY,209,26541681.56,202307,0.9952380952380953,0.5317450894469474,1.0,0.5339934813429338
"EQUITY NOW, INC.",EQUITY NOW INC,204,68956657.18,202307,1.0,0.9173632144342657,1.0,0.9173814406541857
"MORTGAGE EQUITY PARTNERS, LLC",MORTGAGE EQUITY PARTNERS LLC,201,64711055.33,202307,0.995049504950495,0.9942842275869165,1.0,1.0
SARATOGA NATIONAL BANK & TRUST,SARATOGA NATIONAL BANK AND TRUST COMPANY,200,49956327.31,202307,1.0,0.7484471215654198,1.0,0.7489305433810706
"FIRST FEDERAL BANK, A, FSB","FIRST FEDERAL BANK, A FSB",198,43894376.49,202307,0.9949748743718593,0.7395927893501406,0.9428571428571428,0.7206061827679143
FIRST NATIONAL BANK OF GRAYSON,THE FIRST NATIONAL BANK OF GRAYSON,191,23703576.5,202307,0.9947916666666666,0.7331062650748909,1.0,0.736914361585169
"WELLS FARGO BANK, NATIONAL ASSOCIATION",SPECIALIZED LOAN SERVICING LLC,188,46319587.98,202307,0.0003481965087743668,0.00021501805399613185,0.004039101944354926,0.003346968721589353
AMCAP MORTGAGE LTD.,"AMCAP MORTGAGE, LTD.",175,34666710.17,202307,1.0,1.0,0.9408602150537635,0.9480920266788484
MECHANICS CO-OPERATIVE BANK,MECHANICS COOPERATIVE BANK,167,35868657.79,202307,1.0,0.6612598615646694,1.0,0.661384565523791
UNIVEST BANK & TRUST CO.,UNIVEST BANK AND TRUST CO.,167,36094056.34,202307,0.9940476190476191,0.44991238964610747,0.9382022471910112,0.43447669862231375
BANK OF CANTON,THE BANK OF CANTON,166,43823402.96,202307,1.0,1.0,1.0,1.0
COOPERATIVE BANK OF CAPE COD,CAPE COD CO-OPERATIVE BANK,156,39964157.96,202307,1.0,0.2700657315368468,1.0,0.27112139192346413
COOPERATIVE BANK,THE COOPERATIVE BANK,154,47569316.48,202307,1.0,0.698685883713316,1.0,0.7003210384312293
AMERICAN PORTFOLIO MORTGAGE CORP,AMERICAN PORTFOLIO MORTGAGE CORPORATION,150,37825057.56,202307,0.9868421052631579,0.9772302292958934,0.9933774834437086,0.9881757499317251
CIS FINANCIAL SERVICES,"CIS FINANCIAL SERVICES, INC.",139,25960968.59,202307,1.0,0.9938259035533104,0.9928571428571429,0.9900010425816899
JAX FEDERAL CREDIT UNION,RADIFI FEDERAL CREDIT UNION,135,26903534.78,202307,0.9854014598540146,0.6922093702735911,1.0,0.7016319166371761
FIRST NATIONAL BANK OF ST. IGNACE,THE FIRST NATIONAL BANK OF ST. IGNACE,121,13381064.07,202307,1.0,0.6716853402897044,1.0,0.6753783786599342
CUSO MORTGAGE CORP.,CUSO MORTGAGE CORPORATION,111,20703206.71,202307,1.0,0.33404443349707963,1.0,0.3359633385341198
"GOLD STAR MORTGAGE FINANCIAL GROUP, CORP.","GOLD STAR MORTGAGE FINANCIAL GROUP, CORPORATION",110,33704686.6,202307,0.9821428571428571,0.9872548798628444,0.8270676691729323,0.8188100491126277
HOME MORTGAGE ALLIANCE CORP. HMAC,HOME MORTGAGE ALLIANCE CORPORATION (HMAC),110,43862020.54,202307,1.0,1.0,0.990990990990991,0.9962070471259228
IMPACT CREDIT UNION,"IMPACT CREDIT UNION, INC.",104,12699232.35,202307,1.0,0.8185848181387799,0.9811320754716981,0.805524345749591
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",NEWREZ LLC,97,22534543.16,202307,0.00011077105792070163,0.0000784240547028149,0.01434274730149342,0.008980393896631413
WATERSTONE MORTGAGE CORP.,WATERSTONE MORTGAGE CORPORATION,97,28054130.34,202307,1.0,1.0,0.782258064516129,0.8215662651785807
FIRST NATIONAL BANK OF COLERAINE,THE FIRST NATIONAL BANK OF COLERAINE,92,18144437.96,202307,0.989247311827957,0.7897779264410358,1.0,0.8091110223301462
"NETWORK FUNDING, LP","NETWORK FUNDING, L.P.",92,22319683.06,202307,0.989247311827957,0.9913210235260801,0.8932038834951457,0.9149779885678321
SAVINGS BANK,THE SAVINGS BANK,91,24056938.64,202307,1.0,0.5395040983851547,1.0,0.5415691786380377
FIRST NATIONAL BANK OF LITCHFIELD,THE FIRST NATIONAL BANK OF LITCHFIELD,91,13515950.83,202307,0.978494623655914,0.7410706252449832,0.9891304347826086,0.743475504005836
ANDOVER BANK,THE ANDOVER BANK,90,12162791.66,202307,1.0,0.4711475249001716,0.9574468085106383,0.463675865037816
SOFI LENDING CORPORATION,SOFI LENDING CORP.,88,34854682.38,202307,0.9887640449438202,0.9965748961749206,0.9887640449438202,0.9872817799807092
"FIRST SEACOAST BANK, MHC",FIRST SEACOAST BANK,81,16502475.09,202307,1.0,0.4852915881430984,1.0,0.48633845916276547
"ANGEL OAK MORTGAGE SOLUTIONS, LLC",ANGEL OAK MORTGAGE SOLUTIONS LLC,71,16153301.53,202307,1.0,1.0,0.9861111111111112,0.9587495511780527
"MEMBER HOME LOAN, LLC","MEMBER HOME LOAN, L.L.C.",63,11894857.63,202307,0.984375,0.9750946455185229,1.0,1.0
ACOPIA LLC,"ACOPIA, LLC",57,14881016.81,202307,1.0,0.8825154490710345,1.0,0.8823656596139333
NATIONSTAR MORTGAGE LLC,"PINGORA LOAN SERVICING, LLC",49,10812118.61,202307,0.0001279750944795723,0.00009571502490875793,0.0013103706476974915,0.0008873070896096408
NATIONSTAR MORTGAGE LLC,MATRIX FINANCIAL SERVICES CORPORATION,46,10788182.09,202307,0.00012013988461347604,0.00009546514966826096,0.00012752202527153874,0.00009139800420311283
"NEXERA HOLDING, LLC",NEXERA HOLDING LLC,44,16653021.459999999,202307,1.0,1.0,1.0,1.0
GOLDEN 1 CREDIT UNION,THE GOLDEN 1 CREDIT UNION,42,13212672.95,202307,1.0,0.9814704350880846,1.0,0.9815551031005856
MCNB BANK & TRUST CO.,MCNB BANK AND TRUST CO.,41,4161733.28,202307,1.0,0.18345664037742293,1.0,0.18402489613675824
"PULTE MORTGAGE, LLC","PNC BANK, NATIONAL ASSOCIATION",39,8997000.0,202307,0.04738760631834751,0.027478361398865208,0.0001732063153687296,0.00013017527195657323
TRUIST BANK,SPECIALIZED LOAN SERVICING LLC,39,9219042.540000001,202307,0.00015106734892296727,0.00009751330376372915,0.000837898807605543,0.0006661511548355026
"LIBERTY SAVINGS BANK, FSB","LIBERTY SAVINGS BANK, F.S.B.",38,8513713.39,202307,1.0,0.8579453308961016,1.0,0.8583011638926353
FINANCE FACTORS LTD.,FINANCE FACTORS LIMITED,36,9324547.65,202307,1.0,0.13927866848489912,1.0,0.13953638840664606
"FLORIDA CAPITAL BANK, NA","FLORIDA CAPITAL BANK, NATIONAL ASSOCIATION",36,7855252.13,202307,0.972972972972973,0.9845653546224251,1.0,1.0
MYCUMORTGAGE,"MYCUMORTGAGE, LLC",31,9914693.74,202307,1.0,1.0,0.9117647058823529,0.9437447907176476
ENVOY MORTGAGE LTD.,"ENVOY MORTGAGE, LTD",30,9147730.87,202307,0.9375,0.9214495926042563,0.967741935483871,0.9434672294704334
COMMUNITY BANK OF THE CHESAPEAKE,"SHORE UNITED BANK, NATIONAL ASSOCIATION",29,6337336.2,202307,1.0,0.3647109152375762,0.12033195020746888,0.06993291189896368
RIVERVIEW COMMUNITY BANK,RIVERVIEW BANK,23,4064788.13,202307,1.0,0.12045729766538771,1.0,0.12205655034678783
NATIONSTAR MORTGAGE LLC,"SELECT PORTFOLIO SERVICING, INC",22,3624391.96,202307,0.00005745820568470593,0.00003207798043001008,0.005879208979155532,0.003610930063222386
NATIONSTAR MORTGAGE LLC,"MARLIN MORTGAGE CAPITAL, LLC",21,5678741.42,202307,0.000054846469062673844,0.00005022519414924472,0.00021450678760763644,0.00017775418196238602
U.S. BANK NATIONAL ASSOCIATION,"SELECT PORTFOLIO SERVICING, INC",20,5466422.32,202307,0.00006792509220831268,0.00004868863252801342,0.005344735435595938,0.005446118662496388
"LOANDEPOT.COM, LLC",SPECIALIZED LOAN SERVICING LLC,19,3843404.2600000002,202307,0.00010990981610352347,0.00007704250495205476,0.00040820711139757227,0.0002777173632934218
THE KILLBUCK SAVINGS BANK CO.,THE KILLBUCK SAVINGS BANK COMPANY,18,2718242.74,202307,1.0,0.6147183360807748,0.9,0.5832462111113476
"NEW RESIDENTIAL MORTGAGE, LLC",NEWREZ LLC,16,2722644.73,202307,0.00004799299302301864,0.00002350086405766277,0.002365813987875203,0.0010850196492728757
MSR ASSET VEHICLE LLC,"SELECT PORTFOLIO SERVICING, INC",14,2605440.63,202307,0.0005107065990588407,0.00032776977254482255,0.0037413148049171567,0.0025957633729018848
KH CREDIT UNION,"KH CREDIT UNION, INC.",13,2515867.2,202307,1.0,0.6341550350720211,1.0,0.6352565705939363
ROUNDPOINT MORTGAGE SERVICING CORPORATION,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",13,4041425.95,202307,0.0058165548098434005,0.006685674577183165,0.00008373105584861426,0.00008172428143964295
FIRST CONTINENTAL MORTGAGE LTD.,"FIRST CONTINENTAL MORTGAGE, LTD.",13,5348924.32,202307,1.0,1.0,1.0,1.0
"CAPITAL INT FINANCIAL, INC.",CAPITAL INTERNATIONAL FINANCIAL INC.,13,2713756.5,202307,1.0,0.6121949402661895,1.0,0.6120175227092463
CHURCHILL MORTGAGE CORPORATION,NATIONSTAR MORTGAGE LLC,12,4898909.88,202307,0.03361344537815126,0.045368240339960085,0.000027519590508493234,0.00003759841889475475
COUNTRYPLACE MORTGAGE LTD.,"COUNTRYPLACE MORTGAGE, LTD.",10,1690583.78,202307,1.0,0.22730401161570418,1.0,0.227280343912634
"HOMEBRIDGE FINANCIAL SERVICES, INC",NEWREZ LLC,10,3823968.76,202307,0.10989010989010989,0.11031221694561917,0.0014786337424220022,0.0015239157709737742
NORTH SIDE BANK & TRUST COMPANY,THE NORTH SIDE BANK AND TRUST COMPANY,9,1270493.92,202307,1.0,0.3034194289970908,1.0,0.30412114440465376
COMMUNITY BANC MORTGAGE CORP.,COMMUNITY BANC MORTGAGE CORPORATION,9,2266000.0,202307,1.0,0.6461347886902524,0.6,0.46509100879719645
FIRST COLONY MORTGAGE CORP.,FIRST COLONY MORTGAGE CORPORATION,9,2524954.75,202307,1.0,1.0,1.0,1.0
HOME FINANCING CENTER,"HOME FINANCING CENTER, INC.",9,3943794.06,202307,1.0,0.7388470712586224,1.0,0.7397827413997651
"MOVEMENT MORTGAGE, LLC",NEXUS NOVA LLC,8,1426279.95,202307,0.0008427262193194986,0.0005362037152835329,0.00009735913350371182,0.000059716518675309715
"NEWREZ, LLC","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",8,2315224.32,202307,0.0010642543567912731,0.000850304025194786,8.817078681405884e-6,7.830335014628904e-6
BEACON CREDIT UNION,"BEACON CREDIT UNION, INCORPORATED",7,744909.72,202307,1.0,1.0,1.0,1.0
"GRANDER MORTGAGE CAPITAL, LLC","CORNERSTONE CAPITAL BANK, SSB",5,1598801.5,202307,0.0003426769926667124,0.00041762497712454123,0.0011970313622216902,0.0011239519484736748
CHURCHILL MORTGAGE CORPORATION,NEXBANK,4,986785.3,202307,0.011204481792717087,0.009150840655630562,0.00013908689453736222,0.00013216188587747324
HARTFORD FUNDING LTD.,"HARTFORD FUNDING, LTD.",4,1907861.04,202307,1.0,0.6685756750864262,1.0,0.6686081358490885
PHH MORTGAGE CORPORATION,"SELECT PORTFOLIO SERVICING, INC",4,472826.95,202307,0.00002149659279004278,8.221990998800062e-6,0.0010689470871191875,0.00047107075263922284
"BANK OF AMERICA, NATIONAL ASSOCIATION",SPECIALIZED LOAN SERVICING LLC,3,568793.91,202307,0.00006782419967444384,0.000016584624176385364,0.00006445375443119562,0.000041100007768258
"LOANCARE, LLC","SELECT PORTFOLIO SERVICING, INC",3,471995.17000000004,202307,0.0027397260273972603,0.0010226090866386416,0.0008017103153393907,0.00047024206207784466
NATIONSTAR MORTGAGE LLC,ONSLOW BAY FINANCIAL LLC,3,769980.4,202307,7.835209866096263e-6,6.809552800706843e-6,0.000018324527379897995,0.000014388186871593137
TRUIST BANK,"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP",2,713276.22,202307,7.747043534511142e-6,7.5439523949040755e-6,0.00010203040506070809,0.00014533077678695978
INCLUSIV,"INCLUSIV, INC.",2,170891.07,202307,1.0,0.12026710122888562,1.0,0.12023352244683684
"LAKEVIEW LOAN SERVICING, LLC","EVERETT FINANCIAL, INC.",1,284000.0,202307,3.753669211654392e-6,5.855293334692449e-6,0.0017301038062283738,0.0015970175660065971
"CHERRY CREEK MORTGAGE, LLC",GUILD MORTGAGE COMPANY LLC,1,153713.33,202307,1.0,1.0,0.00001269760650117453,6.643442629668796e-6
"SENECA SAVINGS, MHC",SENECA SAVINGS,1,74727.73,202307,1.0,0.1181644082592021,1.0,0.11827682914705634
DIRECT MORTGAGE LOANS LLC,"DIRECT MORTGAGE LOANS, LLC",1,98000.0,202307,1.0,1.0,1.0,1.0
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",BAY EQUITY LLC,1,102076.51,202307,6.449906798846757e-6,2.059676423167747e-6,0.0002442002442002442,0.0000832413075202884
"HAMILTON HOME LOANS, INC.","LOWER, LLC",1,49962.07,202307,1.0,1.0,0.0001432870038687491,0.000029728279167529457
"PNC BANK, NATIONAL ASSOCIATION",GATEWAY FIRST BANK,1,346449.5,202307,4.4586328048367245e-6,5.016301602124169e-6,0.00012257906349595488,0.00019022265789327963
"SPECIALIZED LOAN SERVICING, LLC","WELLS FARGO BANK, NATIONAL ASSOCIATION",1,134651.84,202307,0.00002158615032595087,9.748351447286758e-6,2.0279245206493415e-6,6.784901697644547e-7
ARVEST BANK,REGIONS BANK,1,328000.0,202307,0.00001922337562475971,0.00001902187599290977,0.00001839317245438493,0.00001996062291865646
MATRIX FINANCIAL SERVICES CORPORATION,"ENVOY MORTGAGE, LTD",1,215865.7,202307,3.295892000210937e-6,2.2021588378988476e-6,0.03225806451612903,0.02226368667934978
ARK MORTGAGE INC,"ARK MORTGAGE, INC.",1,164082.52,202307,1.0,1.0,0.5,0.4986060031386656
IN BANK,INBANK,1,85516.15,202307,1.0,0.012313177555461192,1.0,0.012350852106851483
